sinif,unite,konu,kazanim_kodu,kazanim_aciklamasi,ders
6. Sınıf,Life in Nature & Global Problems,Life in Nature & Global Problems,ENG.6.7.W5.,"Students can reorganise (reconstruct) and use information in the new written tasks about the ""life in nature and global problems with activities in nature; environmental problems in the world and solutions"" to communicate with other people.",İngilizce
6. Sınıf,Life in Nature & Global Problems,Life in Nature & Global Problems,ENG.6.7.W6.,"Students can reflect on their knowledge, experiences, thoughts, and feelings related to the writing-expression process about the current content, ""life in nature and global problems with activities in nature; environmental problems in the world and solutions"" in relation to themselves or others, both individually and/or with others.",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.1.1.,"Students can get ready for the listening/watching-comprehension process for the current content on ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"" carefully.",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.1.2.,"Students can bring information about the current content on ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"" together through significant details and main components while listening/watching it.",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.1.3.,"Students can make meaning of/derive meaning from the current content on ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"" through significant details by listening/watching it carefully.",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.1.4.,"Students can convey their knowledge, experience, thoughts, and feelings examined carefully about the whole listening/watching-comprehension process in relation to the current content on ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"".",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.G1.,"Students can select and use the target grammatical elements of the current content about ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"" accurately, authentically, spontaneously, and naturally and use it appropriately and effectively when communicating with others.",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.P1.,"Students can select and use the target phonological elements of the current content about ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"" accurately, authentically, and naturally through spontaneous decision-making processes and use it in an appropriate and effective way when communicating with others.",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.R1.,"Students can get ready for the reading-comprehension process about the current content on ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"".",İngilizce
6. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.6.8.R2.,"Students can bring information about the current content on ""life in the universe and future with planets and the Earth as a planet; life on Earth in the future"" through skimming (looking quickly at) the audio-visual elements and reading the content very quickly.",İngilizce
